"","OBJECTID","ARRDT","BOIS","TYPE_VOIE","NOM_VOIE","STATUT","TYPOLOGIE","SENS_VELO","TYPOLOGIE_SIMPLE","SHAPE.LEN","geo_shape","geo_point_2d"
"1822",3076,9,"NON","RUE","NOTRE DAME DE LORETTE","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.338103761830024, 48.87789453616832], [2.337999700002492, 48.87799992034866]]}","48.8779472283, 2.33805173092"
"1823",3079,9,"NON","RUE","PIERRE FONTAINE","VOIE 50","BANDE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.334871832362166, 48.88076159561759], [2.333872600837826, 48.88202215336527]]}","48.8813918745, 2.3343722166"
"1824",3083,9,"NON","RUE","BLANCHE","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.331994725527623, 48.88270078143243], [2.331818400999672, 48.882251842487186]]}","48.882476312, 2.33190656326"
"1825",3092,9,"NON","RUE DE","CLICHY","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.328231470289122, 48.88187464284302], [2.328051432545804, 48.88227071619292]]}","48.8820726795, 2.32814145142"
"1826",3098,9,"NON","RUE DE","CLICHY","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.327595743028922, 48.88327317984439], [2.327565958815167, 48.88334602733028]]}","48.8833096036, 2.32758085092"
"1827",3109,9,"NON","RUE DE","CHATEAUDUN","VOIE 50","COULOIR BUS MARQUE","CONTRESENS","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.339656975652239, 48.875946483147715], [2.339188641139215, 48.875977601490376]]}","48.8759620423, 2.3394228084"
"1828",3110,9,"NON","RUE DE","CHATEAUDUN","VOIE 50","CONTINUITE COULOIR BUS","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.339188641139215, 48.875977601490376], [2.338930805756999, 48.87599473248473]]}","48.875986167, 2.33905972345"
"1829",3118,9,"NON","RUE DE","CHATEAUDUN","VOIE 50","CONTINUITE COULOIR BUS","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.332583669606708, 48.876382409051395], [2.332405550297193, 48.87638969651068], [2.33227926726723, 48.87637084957117]]}","48.8763836407, 2.33243109206"
"1830",3123,9,"NON","RUE","SAINT LAZARE","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.32686517097044, 48.875536992632334], [2.328373050493314, 48.875727717235876]]}","48.8756323549, 2.32761911073"
"1831",3125,9,"NON","RUE","SAINT LAZARE","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.331270904783396, 48.87612577486217], [2.331709755415346, 48.87619402234186]]}","48.8761598986, 2.3314903301"
"1832",3128,9,"NON","RUE DE","CHATEAUDUN","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.339180586693704, 48.875889294849536], [2.339643360493524, 48.87586101020845]]}","48.8758751525, 2.33941197359"
"1833",3132,9,"NON","RUE DE","CHATEAUDUN","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.342131106213483, 48.87570892849559], [2.34262622130528, 48.875678654675326]]}","48.8756937916, 2.34237866376"
"1834",3139,9,"NON","RUE","LAFAYETTE","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.345926739051275, 48.87635728368633], [2.346025616714616, 48.876383026232624]]}","48.876370155, 2.34597617788"
"1835",3141,10,"NON","RUE","LAFAYETTE","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.349187658452721, 48.877212170599265], [2.349497860192963, 48.8772928931776]]}","48.8772525319, 2.34934275932"
"1836",3149,10,"NON","RUE","LAFAYETTE","VOIE 50","CONTINUITE MIXTE","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.353882190760057, 48.87843333652524], [2.353959988543195, 48.878453561498105]]}","48.878443449, 2.35392108965"
"1837",3151,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","CONTINUITE VELO","","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.3539999737246893, 48.87875938430225], [2.353768480924827, 48.8786702931713]]}","48.8787148387, 2.35388422732"
"1838",3162,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.351091563165495, 48.881993931725994], [2.351063601021813, 48.882025055584904]]}","48.8820094937, 2.35107758209"
"1839",3164,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","PISTE CYCLABLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.352261018448805, 48.88069220468245], [2.351091563165495, 48.881993931725994]]}","48.8813430682, 2.35167629081"
"1840",3172,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.354484538902693, 48.878214855942325], [2.354272031071186, 48.87845199957213], [2.354276440395807, 48.878474628515335], [2.354304850960551, 48.87851095000931], [2.354313190066166, 48.87853669348304], [2.354254126838346, 48.87864487966304], [2.354216191137695, 48.878678463790045], [2.354169697982183, 48.878703911473515], [2.3541479474525993, 48.8787123602972], [2.354033576338881, 48.878742200692486], [2.354010418231771, 48.878747786508185], [2.35396826431252, 48.878794595040446]]}","48.8785351522, 2.35425281872"
"1841",3176,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.356042485352452, 48.87651170373229], [2.355939328273973, 48.87659134494762], [2.355835996141844, 48.87670666519767]]}","48.8766044556, 2.35593484582"
"1842",3179,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","PISTE CYCLABLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.35502867024348, 48.877264236298124], [2.355610355380649, 48.876617054524694]]}","48.8769406454, 2.35531951281"
"1843",3180,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.355610355380649, 48.876617054524694], [2.355666273271722, 48.87655483936924], [2.355681962155096, 48.8764773721257], [2.355690588159008, 48.87646780137745]]}","48.8765461873, 2.3556579517"
"1844",3182,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.355888709854197, 48.87624797967442], [2.35595774932214, 48.87617137788117], [2.356044136325674, 48.87612853580771]]}","48.8761808198, 2.35596078241"
"1845",3184,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.356164755338907, 48.875993971960575], [2.356221522413333, 48.875930641722825]]}","48.8759623068, 2.35619313888"
"1846",3189,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","PISTE CYCLABLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.357294444644291, 48.87507895758648], [2.356895263952325, 48.875524477001306]]}","48.8753017173, 2.3570948543"
"1847",3211,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","PISTE CYCLABLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.359757113005481, 48.87198591772928], [2.360255112101204, 48.87143023336903]]}","48.8717080755, 2.36000611255"
"1848",3212,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.360255112101204, 48.87143023336903], [2.360327957892506, 48.87134894836184]]}","48.8713895909, 2.360291535"
"1849",3213,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","PISTE CYCLABLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.361181401589019, 48.870740307415886], [2.360440836255461, 48.87156699871902]]}","48.8711536531, 2.36081111892"
"1850",3216,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.360723115253029, 48.87090800655552], [2.360776143222826, 48.870848833881006]]}","48.8708784202, 2.36074962924"
"1851",3221,10,"NON","BOULEVARD DE","MAGENTA","VOIE 50","PISTE CYCLABLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.362533361726166, 48.868889311741064], [2.362867499940103, 48.86851809503747]]}","48.8687037034, 2.36270043083"
"1869",3307,9,"NON","RUE","SAINT LAZARE","VOIE 50","CONTINUITE MIXTE","","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.328486332684311, 48.87574204494386], [2.328485369876344, 48.87572929452388]]}","48.8757356697, 2.32848585128"
"1870",3313,9,"NON","RUE DE","MOGADOR","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.331424781763626, 48.87494483508103], [2.331432329684338, 48.87500058276171], [2.331400944409932, 48.875118985206655]]}","48.8750323793, 2.33142038815"
"1871",3319,9,"NON","RUE DE LA","CHAUSSEE D ANTIN","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.332495056032312, 48.874708092049595], [2.332556387620305, 48.87456747963494]]}","48.8746377858, 2.33252572183"
"1872",3322,9,"NON","RUE DE","PROVENCE","AIRE PIETONNE","SANS MARQUAGE","","SANS MARQUAGE",0,"{""type"": ""LineString"", ""coordinates"": [[2.328628826844874, 48.87422423290728], [2.328201723963908, 48.87422031077283]]}","48.8742222718, 2.3284152754"
"1873",3323,9,"NON","RUE DE","PROVENCE","ZONE 30","BANDE CYCLABLE SUR CHAUSSEE","CONTRESENS","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.331214378764712, 48.87427878349179], [2.330864716747537, 48.87427385917113], [2.330454758209158, 48.87425871750842], [2.330227595566959, 48.87425102203084], [2.328628826844874, 48.87422423290728]]}","48.8742489211, 2.3299216759"
"1874",3329,9,"NON","RUE DE","PROVENCE","ZONE 30","PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.338041916949446, 48.874156770405804], [2.337689224102637, 48.87416641959013], [2.337662731617182, 48.874168144433575], [2.337636798910808, 48.87417382964339]]}","48.8741625812, 2.33783905622"
"1875",3332,9,"NON","RUE DE","PROVENCE","ZONE 30","BANDE CYCLABLE SUR CHAUSSEE","CONTRESENS","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.338187330902885, 48.874127526056455], [2.338970520557758, 48.87410593907492]]}","48.8741167326, 2.33857892573"
"1876",3333,9,"NON","RUE DE","PROVENCE","ZONE 30","PISTE CYCLABLE BIDIRECTIONNELLE SUR TROTTOIR","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.337576421535354, 48.874154974616694], [2.338036900541005, 48.87414038952479]]}","48.8741476821, 2.33780666104"
"1877",3336,9,"NON","RUE DE","PROVENCE","ZONE 30","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.338970520557758, 48.87410593907492], [2.3390625178003273, 48.87410340302624], [2.339232677627571, 48.87409583687645]]}","48.8741013918, 2.33910161724"
"1878",3340,9,"NON","RUE","LE PELETIER","ZONE 30","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.339040296194742, 48.87405136455265], [2.338722485799566, 48.87330710524758]]}","48.8736792349, 2.338881391"
"1879",3341,9,"NON","RUE","LE PELETIER","ZONE 30","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.338722485799566, 48.87330710524758], [2.3386589719755593, 48.87315836367897]]}","48.8732327345, 2.33869072889"
"1880",3342,9,"NON","BOULEVARD DES","ITALIENS","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.333940701451712, 48.87099624862749], [2.332869116546592, 48.87081028958046]]}","48.8709032691, 2.333404909"
"1881",3356,9,"NON","RUE DE","SEZE","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.326622195717734, 48.87041153642833], [2.326175194808426, 48.870552613567064]]}","48.870482075, 2.32639869526"
"1882",3359,8,"NON","RUE","TRONCHET","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.326598145333041, 48.8728276210416], [2.3266170362143432, 48.87285409450559], [2.326710175467745, 48.87297364417039]]}","48.8729009694, 2.32665370887"
"1883",3360,2,"NON","BOULEVARD DES","CAPUCINES","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.328277757075867, 48.86990266183374], [2.329778399702666, 48.87015919456638]]}","48.8700309282, 2.32902807839"
"1884",3371,8,"NON","BOULEVARD","HAUSSMANN","VOIE 50","CONTINUITE MIXTE","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.320597536590868, 48.87467243697445], [2.320571455791424, 48.8746779856693], [2.32054660866539, 48.8746876612283], [2.320523643581542, 48.874701211174354], [2.320503159798053, 48.874718281930875], [2.320485691825258, 48.87473842804813]]}","48.8746981145, 2.32053729641"
"1885",3374,9,"NON","BOULEVARD","POSSONNIERE","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.345849357910255, 48.87109222099848], [2.345591112576748, 48.871134820702146]]}","48.8711135209, 2.34572023524"
"1886",3379,2,"NON","RUE","REAUMUR","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.347435530476047, 48.86730577655424], [2.351004868195937, 48.866527984545215]]}","48.8669168805, 2.34922019934"
"1887",3380,2,"NON","RUE","REAUMUR","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.351004868195937, 48.866527984545215], [2.35122497711651, 48.86648001649398]]}","48.8665040005, 2.35111492266"
"1888",3382,2,"NON","RUE","REAUMUR","VOIE 50","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.351896739114645, 48.86633361721223], [2.35207414001992, 48.86629495488495]]}","48.866314286, 2.35198543957"
"1889",3392,3,"NON","BOULEVARD DE","SEBASTOPOL","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.350276351086002, 48.8620933666356], [2.350422204191919, 48.862353219238436]]}","48.8622232929, 2.35034927764"
"1890",3395,3,"NON","BOULEVARD DE","SEBASTOPOL","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.351082732610415, 48.86352998444461], [2.351378656979495, 48.86405717003202]]}","48.8637935772, 2.35123069479"
"1891",3399,3,"NON","BOULEVARD DE","SEBASTOPOL","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.351714164274826, 48.86465485801683], [2.351967734120633, 48.86510656895818]]}","48.8648807135, 2.3518409492"
"1901",1107,1,"NON","QUAI DES","TUILERIES","VOIE 50","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.321533247732682, 48.86358338679758], [2.321558276256967, 48.863582840831754], [2.322126778301133, 48.86339896649285], [2.3229662531526882, 48.86312548227267], [2.324096732541097, 48.86276056960126], [2.324491418801121, 48.86263348179892], [2.324948302477237, 48.86248535133087]]}","48.8630374865, 2.3232412339"
"1902",1112,1,"NON","QUAI","FRANCOIS MITTERRAND","VOIE 50","COULOIR BUS PROTEGE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.333701664122844, 48.859992097792905], [2.33510276805556, 48.85965748135021], [2.336025209041579, 48.859436319062844], [2.336273594739343, 48.85937802776214], [2.33640670829432, 48.85934755440494], [2.336526431046018, 48.85932175080566], [2.336647084384392, 48.85930072380043], [2.33676847781513, 48.85928450658786], [2.336890419675423, 48.85927312477261], [2.337568575409562, 48.85922455537597], [2.337773840877806, 48.85920916768429], [2.338134638301173, 48.859172608261716], [2.338630807646767, 48.859102830446716], [2.339423777139431, 48.85899622562605], [2.339586835337744, 48.85897390052351]]}","48.8594007883, 2.33662962472"
"1903",1118,1,"NON","PONT","NEUF","VOIE 50","PISTE CYCLABLE SUR CHAUSSEE","SENS CIRCULATION GENERALE","PISTE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.34226086850892, 48.85832923736112], [2.341819731405665, 48.857788044551]]}","48.858058641, 2.34204029996"
"1904",1121,6,"NON","RUE","DAUPHINE","ZONE 30","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.340149939847433, 48.85566496052436], [2.339936848159633, 48.85540679457489]]}","48.8555358775, 2.340043394"
"1905",1122,6,"NON","RUE","DAUPHINE","ZONE 30","CONTINUITE COULOIR BUS","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.339936848159633, 48.85540679457489], [2.339848403067818, 48.855300654915595]]}","48.8553537247, 2.33989262561"
"1906",1123,6,"NON","RUE","DAUPHINE","ZONE 30","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.339848403067818, 48.855300654915595], [2.339372052271012, 48.85473157535406]]}","48.8550161151, 2.33961022767"
"1907",1124,6,"NON","RUE","DAUPHINE","ZONE 30","COULOIR BUS MARQUE","SENS CIRCULATION GENERALE","COULOIR BUS OUVERT AUX VELOS",0,"{""type"": ""LineString"", ""coordinates"": [[2.339292136466737, 48.854635476387394], [2.338962844983797, 48.854242817262]]}","48.8544391468, 2.33912749073"
"1908",1127,6,"NON","RUE","SAINT ANDRE DES ARTS","ZONE DE RENCONTRE","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.339088668888432, 48.85353393135059], [2.3391916286782513, 48.853518794989114], [2.339229542159926, 48.85351472117965]]}","48.8535237875, 2.339159037"
"1909",1128,6,"NON","RUE","SAINT ANDRE DES ARTS","ZONE DE RENCONTRE","BANDE CYCLABLE SUR CHAUSSEE","CONTRESENS","BANDE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.339229542159926, 48.85351472117965], [2.3401024515011, 48.85343530249749]]}","48.8534750118, 2.33966599683"
"1910",1133,6,"NON","RUE","SAINT ANDRE DES ARTS","ZONE DE RENCONTRE","CONTINUITE VELO","CONTRESENS","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.341420923191078, 48.85336546931843], [2.341655748622645, 48.85335890906732]]}","48.8533621892, 2.34153833591"
"1911",1144,7,"NON","AVENUE DU","MARECHAL GALLIENI","VOIE 50","CONTINUITE VELO","SENS CIRCULATION GENERALE","CONTINUITE CYCLABLE",0,"{""type"": ""LineString"", ""coordinates"": [[2.313255886623293, 48.86012440156631], [2.313213345543939, 48.85978229266941]]}","48.8599533471, 2.31323461608"
